Fecha,TMAX,TMIN,Prec,TMEDIA,TMAX_P10,TMAX_P50,TMAX_P90,TMIN_P10,TMIN_P50,TMIN_P90,TMEDIA_P10,TMEDIA_P50,TMEDIA_P90,Prec_P10,Prec_P50,Prec_P90,Prec_Media_Ens,Prob_Prec_ge_1mm,Prob_Prec_ge_5mm,Prob_Prec_ge_10mm,Prob_Prec_ge_30mm,GD_Tb2,Fuente,TipoDato,CalidadDato,N_miembros,Latitud_grilla,Longitud_grilla,Elevacion_grilla_m,Emision_UTC
2026-07-20,13.569,9.351,1.500,11.253,12.400,13.600,14.500,8.900,9.400,9.600,10.900,11.254,11.583,0.300,1.500,2.700,1.524,62.745,0.000,0.000,0.000,9.253,ECMWF_IFS_ENS_025,Pronostico,Mediana_ensamble,51,-33.750,-59.750,35.000,2026-07-20T20:07:07+00:00
2026-07-21,13.986,10.006,0.500,11.676,13.000,14.100,14.900,9.200,10.100,10.800,11.129,11.771,12.075,0.000,0.500,3.000,1.022,33.333,3.922,0.000,0.000,9.676,ECMWF_IFS_ENS_025,Pronostico,Mediana_ensamble,51,-33.750,-59.750,35.000,2026-07-20T20:07:07+00:00
2026-07-22,14.302,8.569,2.400,11.030,12.600,14.600,15.400,7.700,8.600,9.400,10.233,11.112,11.717,0.300,2.400,6.800,3.143,78.431,21.569,1.961,0.000,9.030,ECMWF_IFS_ENS_025,Pronostico,Mediana_ensamble,51,-33.750,-59.750,35.000,2026-07-20T20:07:07+00:00
2026-07-23,15.018,6.802,0.000,10.456,13.500,15.300,16.300,6.000,6.700,7.700,9.871,10.354,11.204,0.000,0.000,0.000,0.012,0.000,0.000,0.000,0.000,8.456,ECMWF_IFS_ENS_025,Pronostico,Mediana_ensamble,51,-33.750,-59.750,35.000,2026-07-20T20:07:07+00:00
2026-07-24,16.055,9.084,1.200,11.829,13.200,16.200,18.100,8.200,9.100,10.100,10.700,11.800,13.104,0.000,1.200,3.900,1.555,54.902,3.922,0.000,0.000,9.829,ECMWF_IFS_ENS_025,Pronostico,Mediana_ensamble,51,-33.750,-59.750,35.000,2026-07-20T20:07:07+00:00
2026-07-25,17.055,7.629,0.000,11.601,14.600,17.200,18.600,6.200,7.700,8.900,9.938,11.787,12.925,0.000,0.000,0.200,0.090,3.922,0.000,0.000,0.000,9.601,ECMWF_IFS_ENS_025,Pronostico,Mediana_ensamble,51,-33.750,-59.750,35.000,2026-07-20T20:07:07+00:00
2026-07-26,18.976,8.245,0.000,13.240,17.300,18.900,20.900,6.700,8.300,9.700,11.862,12.950,15.100,0.000,0.000,0.000,0.049,0.000,0.000,0.000,0.000,11.240,ECMWF_IFS_ENS_025,Pronostico,Mediana_ensamble,51,-33.750,-59.750,35.000,2026-07-20T20:07:07+00:00
