Fecha,TMAX,TMIN,Prec,TMEDIA,TMAX_Media_Ens,TMIN_Media_Ens,TMEDIA_Media_Ens,Prec_Media_Ens,TMAX_P10,TMAX_P50,TMAX_P90,TMIN_P10,TMIN_P50,TMIN_P90,TMEDIA_P10,TMEDIA_P50,TMEDIA_P90,Prec_P10,Prec_P50,Prec_P90,Prob_Prec_ge_1mm,Prob_Prec_ge_5mm,Prob_Prec_ge_10mm,Prob_Prec_ge_30mm,GD_Tb2,Fuente,TipoDato,CalidadDato,N_miembros,Latitud_grilla,Longitud_grilla,Elevacion_grilla_m,Emision_UTC
2026-09-04,17.800,6.300,0.000,11.854,17.822,6.322,11.866,0.000,17.400,17.800,18.200,5.700,6.300,6.900,11.588,11.854,12.171,0.000,0.000,0.000,0.000,0.000,0.000,0.000,9.854,ECMWF_IFS_ENS_025,Pronostico,Mediana_ensamble_P50,51,-33.750,-59.750,35.000,2026-09-04T14:42:12+00:00
2026-09-05,13.300,5.800,0.000,9.321,13.322,5.759,9.336,0.000,12.900,13.300,13.800,5.000,5.800,6.400,8.942,9.321,9.733,0.000,0.000,0.000,0.000,0.000,0.000,0.000,7.321,ECMWF_IFS_ENS_025,Pronostico,Mediana_ensamble_P50,51,-33.750,-59.750,35.000,2026-09-04T14:42:12+00:00
2026-09-06,10.200,2.300,0.000,6.062,10.345,2.320,6.090,0.000,9.700,10.200,11.100,1.700,2.300,3.000,5.554,6.062,6.708,0.000,0.000,0.000,0.000,0.000,0.000,0.000,4.062,ECMWF_IFS_ENS_025,Pronostico,Mediana_ensamble_P50,51,-33.750,-59.750,35.000,2026-09-04T14:42:12+00:00
2026-09-07,12.700,2.100,0.000,7.413,12.820,2.063,7.390,0.000,12.000,12.700,13.600,1.300,2.100,3.100,6.629,7.413,8.013,0.000,0.000,0.000,0.000,0.000,0.000,0.000,5.413,ECMWF_IFS_ENS_025,Pronostico,Mediana_ensamble_P50,51,-33.750,-59.750,35.000,2026-09-04T14:42:12+00:00
2026-09-08,16.800,4.300,0.000,10.283,16.853,4.361,10.334,0.000,16.100,16.800,17.600,3.600,4.300,5.100,9.679,10.283,11.100,0.000,0.000,0.000,0.000,0.000,0.000,0.000,8.283,ECMWF_IFS_ENS_025,Pronostico,Mediana_ensamble_P50,51,-33.750,-59.750,35.000,2026-09-04T14:42:12+00:00
2026-09-09,19.100,6.400,0.000,12.408,18.908,6.384,12.307,0.171,17.600,19.100,20.400,5.300,6.400,7.400,11.375,12.408,13.142,0.000,0.000,0.300,3.922,0.000,0.000,0.000,10.408,ECMWF_IFS_ENS_025,Pronostico,Mediana_ensamble_P50,51,-33.750,-59.750,35.000,2026-09-04T14:42:12+00:00
2026-09-10,20.000,8.400,0.000,13.521,19.804,8.286,13.244,0.400,18.500,20.000,21.000,6.900,8.400,9.300,12.092,13.521,14.133,0.000,0.000,0.600,7.843,1.961,1.961,0.000,11.521,ECMWF_IFS_ENS_025,Pronostico,Mediana_ensamble_P50,51,-33.750,-59.750,35.000,2026-09-04T14:42:12+00:00
