Fecha,TMAX,TMIN,Prec,TMEDIA,TMAX_P10,TMAX_P50,TMAX_P90,TMIN_P10,TMIN_P50,TMIN_P90,TMEDIA_P10,TMEDIA_P50,TMEDIA_P90,Prec_P10,Prec_P50,Prec_P90,Prob_Prec_ge_1mm,Prob_Prec_ge_5mm,Prob_Prec_ge_10mm,Prob_Prec_ge_30mm,GD_Tb2,Fuente,TipoDato,CalidadDato,N_miembros,Latitud_grilla,Longitud_grilla,Elevacion_grilla_m,Emision_UTC
2026-07-08,13.594,7.429,0.012,10.007,11.900,13.600,15.100,6.500,7.400,8.300,9.325,10.021,10.804,0.000,0.000,0.000,0.000,0.000,0.000,0.000,8.007,ECMWF_IFS_ENS_025,Pronostico,Media_ensamble,51,-38.500,-60.250,116.000,2026-07-08T15:31:36+00:00
2026-07-09,11.310,5.647,0.669,8.215,9.800,11.300,13.000,4.300,5.900,6.700,7.788,8.171,8.713,0.000,0.300,1.800,19.608,0.000,0.000,0.000,6.215,ECMWF_IFS_ENS_025,Pronostico,Media_ensamble,51,-38.500,-60.250,116.000,2026-07-08T15:31:36+00:00
2026-07-10,9.084,5.653,3.339,7.203,7.800,8.900,10.800,4.100,5.800,7.100,6.296,7.242,7.987,0.700,2.900,7.100,80.392,23.529,0.000,0.000,5.203,ECMWF_IFS_ENS_025,Pronostico,Media_ensamble,51,-38.500,-60.250,116.000,2026-07-08T15:31:36+00:00
2026-07-11,9.927,5.698,4.620,7.506,8.500,9.900,11.300,4.000,6.000,6.800,6.333,7.562,8.625,0.700,4.200,8.900,84.314,43.137,7.843,0.000,5.506,ECMWF_IFS_ENS_025,Pronostico,Media_ensamble,51,-38.500,-60.250,116.000,2026-07-08T15:31:36+00:00
2026-07-12,10.802,3.910,0.243,6.923,9.700,10.700,11.900,1.900,4.100,5.500,5.458,7.062,7.913,0.000,0.000,0.600,3.922,0.000,0.000,0.000,4.923,ECMWF_IFS_ENS_025,Pronostico,Media_ensamble,51,-38.500,-60.250,116.000,2026-07-08T15:31:36+00:00
2026-07-13,12.451,3.814,0.122,7.779,10.800,12.500,14.200,1.200,3.600,6.700,6.079,7.667,9.333,0.000,0.000,0.300,1.961,0.000,0.000,0.000,5.779,ECMWF_IFS_ENS_025,Pronostico,Media_ensamble,51,-38.500,-60.250,116.000,2026-07-08T15:31:36+00:00
2026-07-14,14.304,6.514,0.096,9.927,11.300,14.600,16.600,4.700,6.600,8.100,8.208,10.062,11.154,0.000,0.000,0.000,5.882,0.000,0.000,0.000,7.927,ECMWF_IFS_ENS_025,Pronostico,Media_ensamble,51,-38.500,-60.250,116.000,2026-07-08T15:31:36+00:00
