Fecha,TMAX,TMIN,Prec,TMEDIA,TMAX_Media_Ens,TMIN_Media_Ens,TMEDIA_Media_Ens,Prec_Media_Ens,TMAX_P10,TMAX_P50,TMAX_P90,TMIN_P10,TMIN_P50,TMIN_P90,TMEDIA_P10,TMEDIA_P50,TMEDIA_P90,Prec_P10,Prec_P50,Prec_P90,Prob_Prec_ge_1mm,Prob_Prec_ge_5mm,Prob_Prec_ge_10mm,Prob_Prec_ge_30mm,GD_Tb2,Fuente,TipoDato,CalidadDato,N_miembros,Latitud_grilla,Longitud_grilla,Elevacion_grilla_m,Emision_UTC
2026-09-03,18.500,10.400,6.300,14.479,18.216,10.406,14.420,6.853,17.200,18.500,18.900,9.900,10.400,11.000,13.963,14.479,14.858,3.000,6.300,10.800,100.000,62.745,13.725,0.000,12.479,ECMWF_IFS_ENS_025,Pronostico,Mediana_ensamble_P50,51,-33.750,-59.750,35.000,2026-09-03T21:13:17+00:00
2026-09-04,16.900,6.500,0.000,11.417,17.065,6.494,11.426,0.000,16.600,16.900,17.700,5.800,6.500,7.000,11.033,11.417,11.896,0.000,0.000,0.000,0.000,0.000,0.000,0.000,9.417,ECMWF_IFS_ENS_025,Pronostico,Mediana_ensamble_P50,51,-33.750,-59.750,35.000,2026-09-03T21:13:17+00:00
2026-09-05,13.100,6.000,0.000,9.279,13.112,5.963,9.254,0.024,12.100,13.100,13.800,5.400,6.000,6.500,8.862,9.279,9.696,0.000,0.000,0.000,0.000,0.000,0.000,0.000,7.279,ECMWF_IFS_ENS_025,Pronostico,Mediana_ensamble_P50,51,-33.750,-59.750,35.000,2026-09-03T21:13:17+00:00
2026-09-06,10.400,1.800,0.000,6.142,10.286,1.861,6.137,0.000,9.400,10.400,10.800,1.000,1.800,2.500,5.608,6.142,6.629,0.000,0.000,0.000,0.000,0.000,0.000,0.000,4.142,ECMWF_IFS_ENS_025,Pronostico,Mediana_ensamble_P50,51,-33.750,-59.750,35.000,2026-09-03T21:13:17+00:00
2026-09-07,13.000,2.700,0.000,7.783,12.943,2.733,7.784,0.000,12.200,13.000,13.700,2.000,2.700,3.600,7.096,7.783,8.317,0.000,0.000,0.000,0.000,0.000,0.000,0.000,5.783,ECMWF_IFS_ENS_025,Pronostico,Mediana_ensamble_P50,51,-33.750,-59.750,35.000,2026-09-03T21:13:17+00:00
2026-09-08,17.300,4.700,0.000,10.704,17.298,4.657,10.691,0.006,16.600,17.300,18.100,4.000,4.700,5.100,10.154,10.704,11.167,0.000,0.000,0.000,0.000,0.000,0.000,0.000,8.704,ECMWF_IFS_ENS_025,Pronostico,Mediana_ensamble_P50,51,-33.750,-59.750,35.000,2026-09-03T21:13:17+00:00
2026-09-09,18.900,7.700,0.000,12.396,18.716,7.745,12.436,0.200,16.900,18.900,20.100,7.100,7.700,8.500,11.592,12.396,13.438,0.000,0.000,0.600,5.882,0.000,0.000,0.000,10.396,ECMWF_IFS_ENS_025,Pronostico,Mediana_ensamble_P50,51,-33.750,-59.750,35.000,2026-09-03T21:13:17+00:00
